customer_id,purchase_amount,purchase_date,channel,product_category,transaction_type,customer_tier
665,13.6,1/16/2024,In-store,Apparel,Discount,Bronze
694,7.51,6/30/2024,In-store,Home,Discount,Silver
125,210.81,3/18/2024,In-store,Electronics,Full Price,Silver
67,35.93,11/27/2023,In-store,Books,Full Price,Gold
6,105.07,8/8/2023,In-store,Home,Discount,Gold
637,39.9,8/26/2023,In-store,Electronics,Discount,Bronze
314,49.67,3/8/2024,In-store,Home,Discount,Silver
326,30.4,9/2/2023,Online,Apparel,Discount,Bronze
565,42.01,3/11/2024,In-store,Electronics,Full Price,Bronze
578,52.88,12/11/2023,In-store,Electronics,Discount,Gold
826,127.45,6/18/2024,Online,Books,Full Price,Bronze
506,71.65,6/30/2024,In-store,Groceries,Full Price,Gold
82,287.47,12/14/2023,In-store,Electronics,Full Price,Platinum
599,4.28,7/4/2024,In-store,Electronics,Discount,Silver
2,69.93,2/23/2024,In-store,Apparel,Full Price,Bronze
204,87.76,9/3/2023,Online,Apparel,Discount,Bronze
662,252.82,1/7/2024,In-store,Apparel,Discount,Bronze
805,5.04,7/14/2024,In-store,Books,Discount,Silver
404,85.21,4/20/2024,In-store,Electronics,Discount,Gold
103,192.16,5/23/2024,Online,Apparel,Full Price,Silver
536,27.7,4/4/2024,In-store,Apparel,Discount,Gold
368,208.98,3/15/2024,In-store,Home,Discount,Gold
212,1.92,2/23/2024,Online,Home,Discount,Gold
577,131.85,12/13/2023,Online,Apparel,Return,Bronze
961,270.48,3/6/2024,Online,Books,Full Price,Gold
209,107.06,8/14/2023,Online,Groceries,Full Price,Silver
763,57.81,12/2/2023,In-store,Home,Full Price,Bronze
897,4.59,6/27/2024,Online,Home,Discount,Platinum
117,252.72,9/11/2023,Online,Electronics,Full Price,Platinum
628,63.54,8/12/2023,Online,Electronics,Discount,Silver
749,2.94,12/6/2023,In-store,Apparel,Full Price,Gold
478,117.06,9/2/2023,Online,Electronics,Discount,Bronze
105,65.75,3/5/2024,In-store,Electronics,Discount,Silver
495,13.28,4/12/2024,In-store,Groceries,Full Price,Bronze
771,24.11,7/15/2024,Online,Books,Discount,Silver
46,6.67,12/19/2023,In-store,Apparel,Discount,Silver
823,85.4,3/14/2024,Online,Groceries,Full Price,Bronze
331,97.29,3/10/2024,Online,Apparel,Full Price,Silver
216,70.47,11/15/2023,In-store,Books,Full Price,Bronze
982,169.88,12/28/2023,In-store,Apparel,Discount,Bronze
960,197.33,2/21/2024,In-store,Electronics,Full Price,Bronze
492,95.61,5/1/2024,In-store,Books,Full Price,Silver
813,1.28,2/9/2024,Online,Groceries,Full Price,Bronze
922,118.82,9/5/2023,In-store,Groceries,Full Price,Bronze
845,54.13,1/9/2024,In-store,Home,Discount,Bronze
449,83.37,3/1/2024,In-store,Groceries,Discount,Bronze
536,104.72,4/20/2024,In-store,Home,Full Price,Silver
511,43.11,1/12/2024,Online,Electronics,Discount,Platinum
458,249.01,10/26/2023,Online,Groceries,Discount,Bronze
547,14.38,5/28/2024,In-store,Books,Full Price,Silver
536,111.33,4/6/2024,In-store,Home,Full Price,Bronze
540,0.44,3/1/2024,Online,Groceries,Discount,Bronze
484,258.56,2/27/2024,Online,Electronics,Discount,Bronze
976,11.94,2/19/2024,Online,Books,Discount,Platinum
1000,9.97,5/11/2024,Online,Books,Full Price,Silver
16,40.5,7/26/2024,In-store,Electronics,Discount,Silver
571,46.77,9/14/2023,In-store,Groceries,Full Price,Silver
977,24.12,5/26/2024,Online,Apparel,Discount,Bronze
243,87.98,12/7/2023,Online,Groceries,Return,Platinum
950,58.5,5/21/2024,In-store,Home,Return,Bronze
207,3.48,4/28/2024,In-store,Home,Discount,Bronze
912,38.52,10/2/2023,Online,Groceries,Full Price,Bronze
271,166.3,9/10/2023,In-store,Home,Discount,Bronze
761,117.02,5/15/2024,Online,Apparel,Full Price,Bronze
994,129.05,5/26/2024,In-store,Apparel,Discount,Silver
779,119.77,2/7/2024,In-store,Books,Full Price,Bronze
705,37.25,9/15/2023,Online,Home,Discount,Silver
847,10.5,2/11/2024,In-store,Groceries,Full Price,Bronze
730,31.81,11/20/2023,Online,Books,Discount,Platinum
115,178.25,5/30/2024,In-store,Apparel,Full Price,Bronze
580,393.58,10/4/2023,Online,Books,Full Price,Silver
299,68.09,11/29/2023,Online,Electronics,Discount,Gold
837,0.97,1/22/2024,Online,Home,Discount,Bronze
483,15.09,9/7/2023,In-store,Groceries,Full Price,Bronze
397,38.87,5/22/2024,Online,Apparel,Full Price,Bronze
394,86.41,12/16/2023,Online,Books,Full Price,Bronze
75,7.81,5/30/2024,In-store,Groceries,Discount,Bronze
978,287.1,10/9/2023,In-store,Home,Return,Silver
482,45.43,11/30/2023,Online,Groceries,Discount,Silver
103,243.71,7/25/2024,Online,Home,Full Price,Silver
297,151.65,11/15/2023,In-store,Home,Full Price,Bronze
178,140.83,5/4/2024,In-store,Home,Return,Gold
215,93.32,2/6/2024,In-store,Books,Full Price,Bronze
967,98.56,1/10/2024,Online,Home,Full Price,Bronze
315,101.61,3/20/2024,In-store,Groceries,Full Price,Bronze
39,99.08,5/11/2024,Online,Electronics,Discount,Bronze
259,80.68,7/11/2024,Online,Groceries,Discount,Silver
716,429.87,3/26/2024,Online,Books,Full Price,Silver
7,131.79,1/19/2024,In-store,Home,Discount,Silver
49,150.03,1/20/2024,In-store,Electronics,Full Price,Silver
538,205.93,1/30/2024,In-store,Books,Full Price,Platinum
161,24.29,11/28/2023,Online,Apparel,Full Price,Silver
869,8.75,8/6/2023,Online,Apparel,Full Price,Silver
176,65.95,8/7/2023,In-store,Apparel,Full Price,Bronze
591,72.17,9/12/2023,In-store,Electronics,Discount,Bronze
2,176.72,2/23/2024,Online,Groceries,Full Price,Silver
895,58.66,1/20/2024,Online,Electronics,Full Price,Bronze
455,84.6,4/13/2024,Online,Electronics,Full Price,Silver
928,74.88,5/27/2024,Online,Electronics,Full Price,Bronze
644,3.9,11/21/2023,In-store,Apparel,Full Price,Gold
276,95.51,10/23/2023,Online,Groceries,Full Price,Platinum
498,176.05,6/2/2024,Online,Electronics,Discount,Bronze
629,17.14,4/5/2024,In-store,Groceries,Return,Gold
676,90.22,6/18/2024,In-store,Home,Discount,Gold
800,90.04,1/4/2024,In-store,Electronics,Full Price,Platinum
28,17.93,6/26/2024,In-store,Electronics,Return,Bronze
333,13.18,7/13/2024,Online,Electronics,Full Price,Gold
1,391.46,5/2/2024,Online,Home,Full Price,Bronze
188,50.04,10/5/2023,Online,Home,Full Price,Silver
56,25.8,1/2/2024,Online,Apparel,Full Price,Gold
547,18.79,12/23/2023,Online,Books,Discount,Gold
112,110.14,12/28/2023,In-store,Groceries,Full Price,Bronze
798,94.02,12/22/2023,In-store,Books,Full Price,Gold
310,103.16,4/25/2024,Online,Electronics,Full Price,Silver
36,9.21,7/13/2024,In-store,Electronics,Discount,Bronze
439,223.99,10/9/2023,Online,Apparel,Discount,Silver
729,49.31,7/6/2024,Online,Books,Full Price,Gold
592,37.6,7/4/2024,Online,Electronics,Discount,Platinum
826,62.06,5/29/2024,Online,Books,Discount,Gold
595,49.44,9/12/2023,Online,Apparel,Full Price,Bronze
577,199.2,12/22/2023,In-store,Books,Discount,Bronze
325,264.88,5/13/2024,In-store,Groceries,Full Price,Bronze
640,36.16,6/11/2024,Online,Apparel,Full Price,Bronze
307,199.46,4/21/2024,Online,Books,Discount,Bronze
534,152.11,2/7/2024,In-store,Electronics,Full Price,Bronze
728,267.09,7/22/2024,Online,Home,Full Price,Bronze
619,28.2,12/8/2023,Online,Home,Discount,Gold
109,86.03,4/23/2024,Online,Apparel,Full Price,Silver
372,32.1,12/17/2023,In-store,Home,Full Price,Gold
357,173.78,5/29/2024,Online,Groceries,Full Price,Bronze
181,0.53,7/13/2024,Online,Apparel,Full Price,Silver
356,83.2,9/4/2023,In-store,Electronics,Full Price,Bronze
676,41.43,9/18/2023,Online,Electronics,Return,Silver
68,38.96,3/13/2024,Online,Apparel,Full Price,Silver
292,103.54,7/7/2024,In-store,Home,Discount,Silver
692,190.71,12/17/2023,In-store,Home,Full Price,Gold
181,93.95,5/4/2024,Online,Electronics,Discount,Platinum
466,191.85,5/1/2024,In-store,Groceries,Return,Silver
434,30.73,6/20/2024,Online,Home,Full Price,Bronze
464,73.29,10/11/2023,Online,Groceries,Discount,Platinum
681,59.88,5/12/2024,In-store,Home,Return,Gold
914,1.17,4/16/2024,Online,Apparel,Full Price,Silver
534,81.38,4/12/2024,In-store,Books,Full Price,Gold
66,108.33,10/29/2023,In-store,Electronics,Discount,Bronze
21,89.63,12/31/2023,In-store,Apparel,Discount,Bronze
612,133.29,12/14/2023,Online,Home,Full Price,Bronze
384,84.71,9/30/2023,In-store,Electronics,Full Price,Bronze
812,6.91,4/2/2024,Online,Books,Full Price,Silver
615,12.38,3/20/2024,In-store,Books,Full Price,Bronze
559,90.75,9/30/2023,In-store,Home,Discount,Gold
39,32.16,1/6/2024,Online,Electronics,Full Price,Silver
285,8.3,11/18/2023,Online,Home,Full Price,Bronze
822,56.14,1/29/2024,In-store,Books,Discount,Bronze
602,80.82,10/20/2023,Online,Apparel,Full Price,Silver
597,39.86,8/4/2023,Online,Apparel,Full Price,Bronze
785,127.45,2/3/2024,In-store,Groceries,Full Price,Gold
336,103.22,6/14/2024,In-store,Books,Full Price,Gold
188,40.47,5/6/2024,Online,Books,Full Price,Silver
671,140.6,7/13/2024,In-store,Home,Full Price,Bronze
243,104.61,6/16/2024,In-store,Groceries,Full Price,Gold
73,101.46,6/6/2024,In-store,Groceries,Discount,Bronze
479,80.62,12/16/2023,Online,Electronics,Discount,Bronze
974,1.15,3/9/2024,Online,Home,Full Price,Silver
561,119.24,5/1/2024,Online,Apparel,Full Price,Platinum
101,47.17,5/11/2024,In-store,Electronics,Discount,Bronze
514,285.79,12/20/2023,Online,Groceries,Full Price,Platinum
756,170.37,5/14/2024,In-store,Apparel,Return,Bronze
176,88.6,3/4/2024,In-store,Books,Return,Bronze
238,29.06,8/6/2023,In-store,Home,Full Price,Silver
910,22.78,10/23/2023,In-store,Groceries,Full Price,Bronze
59,41.61,9/25/2023,Online,Books,Full Price,Bronze
865,64.73,2/23/2024,In-store,Groceries,Full Price,Bronze
99,35.11,9/20/2023,In-store,Apparel,Return,Bronze
954,72.35,2/27/2024,Online,Electronics,Return,Bronze
871,18.08,2/27/2024,In-store,Apparel,Full Price,Gold
954,380.37,1/12/2024,Online,Home,Full Price,Gold
495,11.42,8/26/2023,Online,Home,Full Price,Platinum
947,268.74,8/25/2023,Online,Groceries,Full Price,Gold
980,244.85,4/6/2024,In-store,Apparel,Discount,Silver
514,74.52,2/29/2024,Online,Electronics,Return,Silver
755,129.07,8/3/2023,In-store,Home,Full Price,Gold
297,57.28,9/5/2023,Online,Electronics,Full Price,Bronze
211,99.43,4/4/2024,Online,Books,Full Price,Bronze
123,41.64,1/15/2024,Online,Groceries,Full Price,Gold
229,35.83,11/12/2023,Online,Electronics,Full Price,Bronze
594,86.33,1/30/2024,In-store,Groceries,Full Price,Platinum
656,68.94,3/6/2024,In-store,Books,Full Price,Silver
388,86.64,2/17/2024,Online,Electronics,Discount,Bronze
140,33.78,5/18/2024,Online,Electronics,Full Price,Gold
541,45.72,12/9/2023,Online,Books,Full Price,Bronze
391,8.76,9/22/2023,In-store,Apparel,Discount,Platinum
270,5.37,11/3/2023,Online,Electronics,Discount,Platinum
759,29.23,2/4/2024,Online,Electronics,Full Price,Silver
12,7.71,10/23/2023,In-store,Home,Full Price,Bronze
867,10.96,6/11/2024,Online,Apparel,Discount,Bronze
389,167.63,5/18/2024,Online,Electronics,Full Price,Silver
337,3.96,3/10/2024,Online,Books,Full Price,Gold
506,107.57,8/24/2023,Online,Groceries,Full Price,Bronze
106,31.82,1/26/2024,In-store,Books,Full Price,Bronze
32,205.22,3/31/2024,In-store,Apparel,Full Price,Bronze
74,66.36,9/4/2023,In-store,Home,Full Price,Silver
171,36.47,11/24/2023,Online,Home,Discount,Gold
849,72.91,10/10/2023,Online,Home,Discount,Bronze
69,48.12,9/13/2023,In-store,Books,Return,Bronze
813,83.08,3/24/2024,Online,Groceries,Full Price,Silver
362,12.16,11/23/2023,Online,Groceries,Full Price,Gold
649,580.6,8/9/2023,In-store,Electronics,Discount,Gold
433,55.44,2/3/2024,In-store,Groceries,Full Price,Gold
929,42.81,8/18/2023,Online,Groceries,Full Price,Bronze
996,123.86,4/13/2024,In-store,Electronics,Full Price,Bronze
100,45.24,8/29/2023,Online,Books,Full Price,Platinum
658,179.14,5/15/2024,In-store,Books,Full Price,Platinum
9,60.56,7/30/2024,In-store,Apparel,Full Price,Silver
574,127.14,9/15/2023,Online,Books,Return,Gold
697,11.37,10/30/2023,Online,Home,Full Price,Platinum
29,187.16,10/16/2023,In-store,Home,Return,Silver
893,133.07,10/9/2023,Online,Apparel,Discount,Bronze
114,23.79,2/14/2024,Online,Groceries,Full Price,Silver
462,15.7,12/5/2023,Online,Apparel,Discount,Platinum
921,38.02,7/9/2024,In-store,Electronics,Discount,Silver
143,373.26,10/12/2023,Online,Apparel,Full Price,Gold
390,29.68,2/11/2024,Online,Apparel,Full Price,Silver
632,60.9,9/13/2023,In-store,Home,Full Price,Bronze
682,3.05,9/18/2023,In-store,Electronics,Discount,Bronze
157,50.62,10/20/2023,In-store,Electronics,Full Price,Platinum
335,84.7,8/24/2023,In-store,Apparel,Full Price,Silver
861,306.03,1/21/2024,Online,Electronics,Full Price,Bronze
260,72.72,2/14/2024,Online,Electronics,Full Price,Platinum
82,170.99,4/5/2024,In-store,Books,Full Price,Silver
754,79.21,7/26/2024,In-store,Electronics,Full Price,Gold
441,4.16,9/5/2023,Online,Groceries,Discount,Silver
945,37.83,3/22/2024,Online,Electronics,Discount,Bronze
172,85.7,4/30/2024,In-store,Home,Discount,Silver
231,300.77,11/24/2023,Online,Books,Full Price,Platinum
720,195.99,7/22/2024,Online,Home,Discount,Bronze
75,25.92,6/11/2024,In-store,Home,Full Price,Gold
270,24.86,8/18/2023,In-store,Groceries,Full Price,Bronze
899,22.46,10/12/2023,In-store,Books,Return,Bronze
626,255.75,3/25/2024,In-store,Apparel,Full Price,Bronze
62,191.51,11/26/2023,Online,Electronics,Full Price,Gold
874,149.11,4/21/2024,In-store,Groceries,Full Price,Silver
320,49.88,8/30/2023,Online,Groceries,Full Price,Silver
102,70.19,5/10/2024,Online,Apparel,Discount,Gold
429,62.42,1/23/2024,Online,Groceries,Full Price,Bronze
874,29.22,3/11/2024,In-store,Apparel,Discount,Bronze
722,70.33,12/8/2023,Online,Apparel,Full Price,Bronze
954,3.1,10/19/2023,In-store,Apparel,Full Price,Silver
255,14.13,10/29/2023,In-store,Groceries,Full Price,Silver
532,217.67,10/15/2023,In-store,Apparel,Discount,Gold
570,139.3,2/14/2024,Online,Groceries,Discount,Silver
112,54.97,3/10/2024,In-store,Books,Full Price,Bronze
985,72.8,1/30/2024,In-store,Apparel,Full Price,Gold
313,46.2,6/17/2024,Online,Groceries,Return,Bronze
998,135.01,12/2/2023,In-store,Groceries,Full Price,Platinum
461,153.33,9/21/2023,Online,Groceries,Full Price,Bronze
708,144.09,11/7/2023,Online,Electronics,Full Price,Bronze
887,128.23,11/22/2023,In-store,Electronics,Full Price,Silver
462,22.88,10/17/2023,In-store,Apparel,Full Price,Bronze
865,41.24,1/2/2024,In-store,Books,Full Price,Bronze
92,63.46,2/6/2024,In-store,Apparel,Discount,Silver
52,40.17,7/11/2024,Online,Home,Discount,Bronze
805,140.63,9/20/2023,In-store,Home,Discount,Bronze
520,39.95,6/10/2024,In-store,Books,Full Price,Bronze
812,14.88,12/12/2023,Online,Books,Full Price,Silver
98,50.92,3/31/2024,In-store,Books,Discount,Bronze
236,390.78,8/5/2023,In-store,Electronics,Return,Bronze
901,25.6,4/23/2024,In-store,Electronics,Full Price,Silver
374,94.72,12/31/2023,In-store,Home,Full Price,Gold
581,56.73,9/9/2023,In-store,Books,Discount,Silver
927,7.37,3/19/2024,Online,Groceries,Return,Bronze
557,66.92,9/18/2023,In-store,Home,Return,Bronze
649,121.12,12/27/2023,Online,Books,Discount,Silver
234,71.99,5/5/2024,Online,Groceries,Full Price,Gold
32,205.66,10/26/2023,Online,Books,Full Price,Silver
289,34.1,6/22/2024,Online,Apparel,Return,Bronze
638,9.02,12/5/2023,In-store,Groceries,Full Price,Bronze
579,275.77,9/4/2023,In-store,Apparel,Full Price,Platinum
542,47.51,3/18/2024,Online,Electronics,Return,Gold
114,85.9,2/1/2024,In-store,Home,Full Price,Bronze
204,157.02,11/10/2023,In-store,Books,Discount,Bronze
29,39.2,11/16/2023,Online,Home,Discount,Gold
643,125.94,2/1/2024,In-store,Books,Full Price,Bronze
474,14.55,7/11/2024,Online,Apparel,Full Price,Silver
697,34.43,8/16/2023,Online,Groceries,Full Price,Gold
253,15.63,1/18/2024,In-store,Groceries,Discount,Bronze
798,166.72,1/2/2024,In-store,Books,Full Price,Bronze
905,25.19,7/16/2024,In-store,Apparel,Full Price,Bronze
922,126.37,1/12/2024,Online,Books,Return,Platinum
386,287,8/4/2023,Online,Books,Full Price,Silver
62,75.03,12/27/2023,In-store,Books,Full Price,Gold
515,77.66,4/30/2024,Online,Groceries,Full Price,Silver
430,61.81,3/21/2024,In-store,Books,Full Price,Platinum
580,39.44,3/15/2024,In-store,Groceries,Return,Platinum
537,64.56,2/26/2024,In-store,Electronics,Full Price,Silver
691,92.33,9/1/2023,In-store,Apparel,Full Price,Bronze
141,426.81,5/23/2024,Online,Electronics,Discount,Silver
743,277.68,10/2/2023,In-store,Books,Discount,Silver
300,198.16,7/17/2024,Online,Groceries,Full Price,Silver
675,219.94,12/10/2023,Online,Apparel,Discount,Gold
311,63.08,1/2/2024,Online,Home,Discount,Bronze
471,107.13,10/16/2023,Online,Apparel,Full Price,Bronze
393,225.44,6/2/2024,Online,Apparel,Discount,Silver
642,49.91,11/23/2023,Online,Books,Return,Bronze
445,326.39,7/30/2024,In-store,Electronics,Full Price,Silver
758,53.75,12/9/2023,Online,Electronics,Discount,Platinum
809,91.9,8/31/2023,In-store,Home,Return,Silver
172,123.72,7/13/2024,Online,Books,Discount,Platinum
576,300.76,6/13/2024,In-store,Apparel,Full Price,Gold
31,28.05,5/15/2024,In-store,Electronics,Full Price,Gold
47,137.09,7/4/2024,Online,Electronics,Full Price,Silver
130,73.57,6/14/2024,In-store,Groceries,Full Price,Bronze
352,31.27,4/27/2024,In-store,Apparel,Return,Silver
978,149.88,2/18/2024,Online,Books,Full Price,Bronze
845,80.35,2/7/2024,Online,Electronics,Full Price,Platinum
622,108.17,5/20/2024,Online,Books,Discount,Bronze
581,38.99,8/11/2023,Online,Apparel,Full Price,Bronze
58,65.64,7/3/2024,Online,Apparel,Full Price,Silver
106,96.06,2/26/2024,Online,Electronics,Full Price,Silver
812,51.9,9/22/2023,Online,Home,Full Price,Bronze
330,22.11,10/2/2023,Online,Books,Discount,Bronze
768,326.08,10/27/2023,In-store,Books,Discount,Gold
824,71.63,10/23/2023,Online,Groceries,Full Price,Silver
683,132.4,7/25/2024,In-store,Apparel,Full Price,Bronze
383,52.94,10/1/2023,Online,Apparel,Discount,Silver
985,43.87,2/1/2024,Online,Electronics,Return,Bronze
162,52.28,4/14/2024,Online,Electronics,Full Price,Bronze
997,52.63,9/12/2023,Online,Electronics,Discount,Platinum
286,78.57,1/8/2024,In-store,Groceries,Full Price,Bronze
71,78.41,12/11/2023,In-store,Home,Full Price,Bronze
767,68.75,1/27/2024,Online,Electronics,Discount,Platinum
454,14.48,9/7/2023,In-store,Electronics,Full Price,Gold
886,68.53,8/10/2023,Online,Electronics,Full Price,Bronze
567,18.53,7/24/2024,In-store,Groceries,Full Price,Silver
835,13.48,6/9/2024,Online,Books,Full Price,Gold
397,269.78,1/15/2024,In-store,Home,Discount,Bronze
515,92.87,3/17/2024,In-store,Books,Full Price,Silver
26,107.73,11/16/2023,In-store,Apparel,Full Price,Silver
313,51.38,9/2/2023,Online,Apparel,Full Price,Silver
126,239.67,2/11/2024,In-store,Electronics,Discount,Silver
408,101.59,5/7/2024,Online,Books,Full Price,Silver
565,146.61,6/16/2024,In-store,Groceries,Discount,Bronze
198,45.98,8/21/2023,Online,Home,Discount,Gold
811,321.92,1/28/2024,Online,Books,Return,Bronze
188,171.74,2/27/2024,Online,Books,Return,Silver
698,192.38,7/23/2024,In-store,Home,Full Price,Silver
817,18.9,4/8/2024,In-store,Books,Full Price,Gold
810,31.6,2/29/2024,Online,Books,Discount,Silver
716,33.63,3/24/2024,Online,Home,Discount,Gold
484,31.6,9/5/2023,Online,Groceries,Full Price,Bronze
450,193.38,5/12/2024,In-store,Home,Full Price,Silver
523,3.24,10/16/2023,In-store,Electronics,Full Price,Gold
871,7.92,3/7/2024,In-store,Electronics,Return,Gold
354,32.01,10/11/2023,In-store,Electronics,Return,Silver
986,22.3,11/6/2023,In-store,Electronics,Full Price,Bronze
658,26.38,3/21/2024,Online,Apparel,Full Price,Bronze
597,159.92,6/12/2024,Online,Groceries,Full Price,Bronze
100,82.81,7/9/2024,Online,Apparel,Full Price,Silver
616,0.58,5/5/2024,Online,Books,Discount,Bronze
948,56.09,4/11/2024,In-store,Books,Discount,Platinum
558,52.41,4/12/2024,In-store,Home,Full Price,Gold
556,12.1,5/21/2024,Online,Electronics,Full Price,Bronze
278,112.74,2/29/2024,In-store,Home,Full Price,Silver
693,121.1,6/5/2024,Online,Books,Return,Gold
699,127.62,11/18/2023,In-store,Electronics,Full Price,Bronze
990,130.37,2/27/2024,In-store,Groceries,Full Price,Silver
626,0.01,4/10/2024,Online,Books,Discount,Silver
491,307.74,9/18/2023,Online,Home,Discount,Bronze
255,168.31,6/15/2024,Online,Home,Return,Silver
381,234.32,12/7/2023,In-store,Books,Full Price,Platinum
892,1.58,9/2/2023,In-store,Apparel,Full Price,Bronze
542,271.6,4/17/2024,In-store,Groceries,Full Price,Silver
264,165.96,1/27/2024,Online,Books,Return,Bronze
610,181.54,2/24/2024,Online,Books,Discount,Gold
825,9.79,1/16/2024,Online,Home,Discount,Gold
879,134.24,2/6/2024,In-store,Electronics,Full Price,Bronze
329,321.68,11/14/2023,In-store,Electronics,Discount,Gold
115,113.49,10/19/2023,Online,Electronics,Full Price,Bronze
276,84.53,10/13/2023,Online,Home,Full Price,Bronze
488,291.19,9/1/2023,Online,Electronics,Full Price,Silver
281,58.51,3/11/2024,In-store,Books,Discount,Bronze
275,91.45,9/28/2023,In-store,Apparel,Full Price,Silver
773,64.69,1/17/2024,Online,Apparel,Discount,Silver
843,270.08,12/20/2023,Online,Apparel,Discount,Bronze
719,7.91,6/19/2024,Online,Electronics,Full Price,Bronze
896,69.54,3/3/2024,In-store,Apparel,Discount,Silver
328,116.14,10/10/2023,In-store,Electronics,Full Price,Bronze
211,156.98,5/30/2024,In-store,Books,Full Price,Bronze
727,87.47,3/24/2024,Online,Books,Discount,Bronze
923,239.6,11/20/2023,Online,Home,Discount,Gold
552,284.72,8/24/2023,Online,Home,Full Price,Platinum
992,6.65,12/31/2023,Online,Groceries,Discount,Bronze
26,51.48,5/20/2024,Online,Books,Discount,Bronze
27,2.37,4/19/2024,Online,Electronics,Full Price,Silver
702,39.96,2/25/2024,Online,Groceries,Full Price,Platinum
83,76.97,11/3/2023,Online,Books,Discount,Bronze
896,241.68,9/21/2023,Online,Electronics,Full Price,Gold
946,187.44,12/7/2023,Online,Books,Discount,Silver
682,13.64,10/3/2023,Online,Books,Discount,Platinum
413,9.76,2/25/2024,In-store,Electronics,Full Price,Bronze
167,88.98,4/14/2024,Online,Books,Return,Platinum
700,75.95,7/23/2024,Online,Books,Full Price,Silver
169,30.98,9/15/2023,In-store,Books,Return,Platinum
801,229.71,6/3/2024,Online,Home,Full Price,Silver
979,262.23,8/9/2023,In-store,Apparel,Discount,Silver
229,51.52,1/22/2024,In-store,Books,Full Price,Gold
979,221,3/18/2024,Online,Electronics,Discount,Gold
609,48.44,11/24/2023,Online,Books,Full Price,Silver
367,133.49,3/8/2024,In-store,Home,Full Price,Silver
528,64.62,8/20/2023,Online,Home,Full Price,Gold
791,13.08,8/15/2023,Online,Books,Discount,Platinum
647,263.02,6/4/2024,Online,Groceries,Full Price,Bronze
538,60.53,2/6/2024,In-store,Apparel,Discount,Silver
864,132.61,10/18/2023,In-store,Electronics,Discount,Gold
524,45.76,11/30/2023,Online,Electronics,Return,Silver
72,1.91,6/14/2024,Online,Electronics,Full Price,Gold
645,10.59,10/5/2023,In-store,Electronics,Discount,Gold
106,68.56,8/11/2023,In-store,Home,Full Price,Gold
732,117.11,4/23/2024,Online,Apparel,Discount,Gold
885,40.76,1/1/2024,Online,Books,Discount,Platinum
965,118.9,10/4/2023,Online,Books,Full Price,Gold
689,119.94,2/18/2024,In-store,Groceries,Full Price,Gold
282,121.72,3/28/2024,In-store,Books,Full Price,Bronze
133,67.83,10/4/2023,Online,Apparel,Full Price,Bronze
534,246.38,4/2/2024,In-store,Books,Return,Silver
975,67.18,5/5/2024,Online,Home,Full Price,Gold
269,59.83,12/28/2023,Online,Books,Return,Bronze
412,22.24,6/1/2024,Online,Electronics,Full Price,Bronze
673,36.77,10/4/2023,Online,Electronics,Return,Bronze
619,4.33,2/4/2024,Online,Electronics,Discount,Gold
791,100.39,1/24/2024,In-store,Electronics,Discount,Gold
865,28.57,2/20/2024,In-store,Home,Full Price,Platinum
747,36.26,5/12/2024,Online,Home,Full Price,Bronze
18,147.32,2/13/2024,In-store,Home,Full Price,Bronze
754,39.63,10/5/2023,Online,Books,Full Price,Silver
117,27.73,1/18/2024,In-store,Electronics,Discount,Bronze
798,18.52,1/11/2024,In-store,Groceries,Discount,Silver
794,149.1,6/15/2024,In-store,Groceries,Full Price,Bronze
144,13.89,2/25/2024,In-store,Electronics,Full Price,Bronze
717,60.47,1/20/2024,Online,Apparel,Full Price,Silver
551,70.71,10/27/2023,In-store,Books,Full Price,Bronze
929,116.28,9/19/2023,In-store,Groceries,Full Price,Bronze
666,100.32,11/6/2023,In-store,Home,Discount,Silver
688,166.45,1/15/2024,In-store,Apparel,Full Price,Bronze
961,4.58,12/21/2023,In-store,Home,Discount,Silver
753,35.16,11/12/2023,In-store,Apparel,Full Price,Bronze
422,32.87,2/17/2024,In-store,Apparel,Discount,Silver
898,15.78,2/3/2024,In-store,Books,Full Price,Platinum
369,34.13,1/22/2024,Online,Home,Discount,Silver
646,37.07,12/29/2023,Online,Home,Full Price,Silver
558,73.79,10/22/2023,Online,Groceries,Full Price,Platinum
50,108.98,8/15/2023,In-store,Electronics,Full Price,Bronze
678,47.98,4/16/2024,Online,Electronics,Discount,Bronze
106,127.11,4/25/2024,Online,Groceries,Discount,Bronze
216,40.97,12/15/2023,Online,Apparel,Full Price,Silver
658,34.29,11/18/2023,In-store,Groceries,Full Price,Silver
923,77.91,6/19/2024,Online,Groceries,Full Price,Bronze
425,2.4,12/3/2023,Online,Home,Full Price,Gold
72,8.32,6/20/2024,Online,Groceries,Discount,Bronze
988,54.12,4/28/2024,Online,Apparel,Discount,Platinum
842,286.32,11/21/2023,Online,Electronics,Return,Platinum
785,127.84,1/26/2024,Online,Books,Return,Platinum
759,9.23,9/29/2023,Online,Groceries,Discount,Gold
446,187.29,2/16/2024,In-store,Groceries,Full Price,Bronze
925,131.79,11/4/2023,Online,Home,Full Price,Gold
186,94.4,3/29/2024,Online,Home,Full Price,Bronze
70,171.64,2/22/2024,In-store,Groceries,Full Price,Gold
974,51.77,5/6/2024,In-store,Groceries,Discount,Bronze
150,25.04,9/27/2023,In-store,Apparel,Return,Bronze
246,71.75,12/19/2023,In-store,Electronics,Discount,Platinum
774,79.59,3/9/2024,In-store,Electronics,Full Price,Bronze
